store_id,uptime_last_hour,uptime_last_day,uptime_last_week,downtime_last_hour,downtime_last_day,downtime_last_week
8139926242460185114,6283.330706683333,12566.661413366666,0,0,0,0
5415949628544298339,8434.906817533334,16869.81363506666,0,0,0,0
3408529570017053440,0,0,0,0,0,0
9055649751952768824,0,0,0,8147.602043816665,8147.602043816665,8147.602043816665
4428372089193592098,0,0,0,0,0,0
2689959411535120475,5084.623383033332,10169.246766066666,0,4751.950941483333,4751.950941483333,4751.950941483333
8297996490922435741,0,0,0,9706.775710666665,9706.775710666665,9706.775710666665
1050565545391667097,8147.089490033334,16294.178980066667,0,0,0,0
3483930781272060942,0,0,0,13473.638703716666,13473.638703716666,13473.638703716666
1740222068509982431,0,0,0,10385.857904983335,10385.857904983335,10385.857904983335
2859012985063828777,4053.6752857499996,8107.350571499999,0,1270.9323077333333,1270.9323077333333,1270.9323077333333
3828361964081888905,0,0,0,9338.976288966665,9338.976288966665,9338.976288966665
5789640881970906690,503.23732985000004,1006.4746597,0,1682.5935563833332,1682.5935563833332,1682.5935563833332
5723059602183693938,10242.8721771,20485.74435420001,0,0,0,0
4378293333107164443,0,0,0,14422.632392233334,14422.632392233334,14422.632392233334
8778651700128892847,119.89985081666667,239.79970163333334,0,2103.2901561666663,2103.2901561666663,2103.2901561666663
6666934422919388376,0,0,0,0,0,0
6163165919739157695,0,0,0,0,0,0
2190599106298424769,2168.2436463000004,4336.487292600002,0,0,0,0
2225219938220197351,9818.591502333331,19637.183004666684,0,0,0,0
5925159570709352168,9909.9940627,19819.988125399996,0,0,0,0
8175229951397380687,0,0,0,0,0,0
4292660491880158081,5085.427870083334,10170.855740166666,0,4784.2819472,4784.2819472,4784.2819472
6733800122189753654,0,0,0,0,0,0
7463734423358941330,0,0,0,365.40698813333336,365.40698813333336,365.40698813333336
7622852966095963272,1870.0062511,3740.0125021999997,0,0,0,0
6160914795278193489,9892.167917349994,19784.335834700003,0,0,0,0
338646328301262317,0,0,0,8657.685262649999,8657.685262649999,8657.685262649999
8640972490360190883,0,0,0,0,0,0
9058019541301770690,0,0,0,0,0,0
4381311595575895588,9897.769950566668,19795.53990113334,0,0,0,0
2248905253110987612,4135.598949266667,8271.197898533334,0,4500.053168299999,4500.053168299999,4500.053168299999
7968584600264951543,1713.0436844166666,3426.087368833334,0,0,0,0
1655838063357762151,0,0,0,1990.196544433333,1990.196544433333,1990.196544433333
2118894053982561987,0,0,0,0,0,0
8471700099357897929,11259.036247683334,22518.072495366676,0,0,0,0
8372524645314576802,0,0,0,14402.439031600004,14402.439031600004,14402.439031600004
5552924050444994427,0,0,0,0,0,0
6921452823375303736,352.57310316666667,705.1462063333333,0,8662.18304745,8662.18304745,8662.18304745
4529169694434968721,2247.6170067333333,4495.2340134666665,0,7633.571360183334,7633.571360183334,7633.571360183334
2787020355835455025,11200.238904983331,22400.477809966676,0,0,0,0
8971475435584615792,8115.520317150001,16231.0406343,0,0,0,0
1236888576653956449,9188.520715383334,18377.04143076666,0,0,0,0
2739250325777580694,0,0,0,0,0,0
3114628966267234599,0,0,0,14406.087758699996,14406.087758699996,14406.087758699996
2958221658060682960,8152.486371383333,16304.972742766668,0,0,0,0
7972619999376644068,0,0,0,0,0,0
7786277334741505527,0,0,0,0,0,0
7263129728113095915,4468.778623966667,8937.557247933333,0,4718.093139166667,4718.093139166667,4718.093139166667
1501752248305324318,0,0,0,9205.516550583332,9205.516550583332,9205.516550583332
7959626024093666288,0,0,0,0,0,0
5670977555241596822,2273.813020416667,4547.626040833333,0,7449.726240383334,7449.726240383334,7449.726240383334
1801116365065971671,0,0,0,0,0,0
5938218521494275420,9906.997755149998,19813.9955103,0,0,0,0
7506757311218522218,0,0,0,0,0,0
7902319769656483014,0,0,0,12059.040332483333,12059.040332483333,12059.040332483333
5365891606775901565,0,0,0,0,0,0
7731628114272740713,0,0,0,0,0,0
2870952845845047203,0,0,0,0,0,0
4684120169809436364,3986.388821116667,7972.777642233334,0,1335.0064464499999,1335.0064464499999,1335.0064464499999
8910898981588710522,0,0,0,0,0,0
8523889910428063033,8125.487508483334,16250.975016966673,0,0,0,0
8750493480383302874,0,0,0,0,0,0
8783340632782870568,0,0,0,0,0,0
3547443835360588068,0,0,0,0,0,0
8959583929144879812,0,0,0,0,0,0
2974109706633403181,0,0,0,8160.387453316665,8160.387453316665,8160.387453316665
9200325206334396031,517.3079985333334,1034.6159970666668,0,1723.501605233333,1723.501605233333,1723.501605233333
7665740608437227886,0,0,0,0,0,0
5447095752406471819,0,0,0,0,0,0
246505907494256090,8162.034049283335,16324.068098566668,0,0,0,0
8803894796084290585,8143.778666699998,16287.557333400006,0,0,0,0
4474327339142902549,11223.464927249997,22446.9298545,0,0,0,0
1541695097704177827,0,0,0,14402.19367056666,14402.19367056666,14402.19367056666
5168885062800076167,2276.3472111166666,4552.694422233334,0,7490.013202683332,7490.013202683332,7490.013202683332
8285346587034743878,0,0,0,0,0,0
5181171500058101260,352.57310316666667,705.1462063333333,0,8662.18304745,8662.18304745,8662.18304745
6575266446222613262,0,0,0,0,0,0
1678415024862242015,11830.498051183333,23660.996102366684,0,0,0,0
9111087628624425255,0,0,0,14413.13321373333,14413.13321373333,14413.13321373333
6204284763418530336,0,0,0,0,0,0
3881760078520801429,4140.970316533333,8281.940633066664,0,1209.8956151833333,1209.8956151833333,1209.8956151833333
7292116609046500092,0,0,0,9870.055257600001,9870.055257600001,9870.055257600001
4652595129999264905,2263.722502233333,4527.445004466666,0,8984.633367933331,8984.633367933331,8984.633367933331
4490168262699716549,0,0,0,0,0,0
7250561679095390438,9197.326505700003,18394.65301139999,0,0,0,0
27099145190781701,1969.4446544833334,3938.889308966667,0,0,0,0
7700426430210091660,2260.8466515,4521.693303000001,0,8948.249974233333,8948.249974233333,8948.249974233333
7689815792422819661,0,0,0,7159.871680750001,7159.871680750001,7159.871680750001
534942062508143963,1435.4134580666666,2870.8269161333333,0,9494.765936666668,9494.765936666668,9494.765936666668
4186055994645210040,0,0,0,9210.735800950002,9210.735800950002,9210.735800950002
761150016862176214,0,0,0,13500.226290383336,13500.226290383336,13500.226290383336
9007766313027524324,0,0,0,6913.879134866666,6913.879134866666,6913.879134866666
7131983716943940560,0,0,0,9770.90870283333,9770.90870283333,9770.90870283333
2418585462528908688,0,0,0,0,0,0
2680489839325406534,9142.929042916665,18285.858085833344,0,0,0,0
2921770204752359016,11206.081706449995,22412.1634129,0,0,0,0
4714225106250340108,0,0,0,0,0,0
8445695079583663910,10166.273076783335,20332.546153566655,0,0,0,0
8238018223692779431,0,0,0,14393.974739116666,14393.974739116666,14393.974739116666
2217565331202925858,0,0,0,0,0,0
8445372164064960268,9163.525681616667,18327.051363233328,0,0,0,0
8316894844897055929,118.70191013333333,237.40382026666666,0,2108.0079386333337,2108.0079386333337,2108.0079386333337
3676139268965286790,1348.82247295,2697.6449459000005,0,622.1702913166666,622.1702913166666,622.1702913166666
4301772298177454840,0,0,0,8929.601893683332,8929.601893683332,8929.601893683332
8281805787549037440,0,0,0,0,0,0
8018186541496678058,0,0,0,7110.4496260666665,7110.4496260666665,7110.4496260666665
4382118344072425968,10294.737726216672,20589.475452433315,0,0,0,0
6833286636551589412,0,0,0,0,0,0
2599611321049050132,1434.2169333,2868.4338665999994,0,9503.05117001667,9503.05117001667,9503.05117001667
5172683340926528202,14436.073101016664,28872.146202033346,0,0,0,0
2444571783856717430,0,0,0,8844.776709583333,8844.776709583333,8844.776709583333
464344448013588853,0,0,0,0,0,0
5531489951592523305,2116.7670862,4233.534172399999,0,0,0,0
7717660522305873406,0,0,0,14409.961782233333,14409.961782233333,14409.961782233333
8442155930538555912,0,0,0,0,0,0
1406152021548527918,10348.39163485,20696.78326970001,0,0,0,0
2743917683024367670,0,0,0,13529.422900800002,13529.422900800002,13529.422900800002
